Bip001 Spine1:(0.0, 0.0, 0.0);0.09;0.3;0;0;
-----------------------
hari_048:hari_048;60;0.7;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.3;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);1-Bip001 Spine1;
hari_056:hari_056;60;0.7;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.3;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);1-Bip001 Spine1;
hari_067:hari_067;60;0.7;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.3;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);1-Bip001 Spine1;
hari_075:hari_075;60;0.7;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.3;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);1-Bip001 Spine1;
sleeve_001:sleeve_001;60;0.7;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.3;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
sleeve_005:sleeve_005;60;0.7;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.3;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
sleeve_008:sleeve_008;60;0.7;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.3;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
sleeve_011:sleeve_011;60;0.7;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.3;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
dress_015:dress_015;60;0.65;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.8;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
dress_021:dress_021;60;0.65;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.8;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
dress_027:dress_027;60;0.65;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.8;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
dress_032:dress_032;60;0.65;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.8;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
dress_036:dress_036;60;0.65;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.8;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
dress_040:dress_040;60;0.65;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.8;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
dress_044:dress_044;60;0.65;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.8;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
ribbon_063:ribbon_063;60;0.65;0|8|8|;0.1;0|8|8|;0.1;0|8|8|;0.8;0|8|8|;0;0|8|8|;0;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
